PartidaID,TorneioID,Jogo,Tipo_Partida,Lado_A_ID,Lado_B_ID,Score_A,Score_B,Vencedor_ID
P-0832,T-004,Valorant,Individual,2E1D-EB8F-338A,472A-CAC8-93E5,2,2,2E1D-EB8F-338A
P-0833,T-001,Truco,Individual,2F13-E4CD-24C9,2E1D-EB8F-338A,1,1,2E1D-EB8F-338A
P-0834,T-003,Truco,Individual,9A32-57B6-4B3D,2E1D-EB8F-338A,1,0,2E1D-EB8F-338A
P-0835,T-004,Truco,Individual,2E1D-EB8F-338A,FE45-3C20-4A77,2,0,2E1D-EB8F-338A
P-0836,T-010,Valorant,Individual,2E1D-EB8F-338A,42ED-A79C-FFE6,1,1,42ED-A79C-FFE6
P-0837,T-006,Truco,Individual,272D-BAB0-EA4A,E592-3C95-DCF8,0,0,E592-3C95-DCF8
P-0838,T-007,Truco,Individual,E592-3C95-DCF8,4054-3122-987F,2,2,4054-3122-987F
P-0839,T-006,Tênis,Individual,E681-2AB0-0347,E592-3C95-DCF8,2,0,E592-3C95-DCF8
P-0840,T-007,Tênis,Individual,100F-A893-FE6B,E592-3C95-DCF8,2,1,100F-A893-FE6B
P-0841,T-001,Tênis,Individual,770E-8AB6-6ABA,E592-3C95-DCF8,0,1,770E-8AB6-6ABA
P-0842,T-010,Volei,Individual,876A-6FF5-70E9,BAF1-99CD-8E97,2,0,BAF1-99CD-8E97
P-0843,T-009,Volei,Individual,876A-6FF5-70E9,6BBD-B0B6-4DA1,0,0,6BBD-B0B6-4DA1
P-0844,T-001,Truco,Individual,876A-6FF5-70E9,73AD-C607-C95E,0,1,876A-6FF5-70E9
P-0845,T-004,Truco,Individual,2E1D-EB8F-338A,876A-6FF5-70E9,2,1,876A-6FF5-70E9
P-0846,T-007,Truco,Individual,5279-BD70-B4FC,876A-6FF5-70E9,1,0,876A-6FF5-70E9
P-0847,T-002,Valorant,Individual,369F-BC21-BDF3,0FAF-CF74-F8C8,0,0,0FAF-CF74-F8C8
P-0848,T-010,Valorant,Individual,78AC-D3AE-EB8F,369F-BC21-BDF3,1,0,369F-BC21-BDF3
P-0849,T-005,Volei,Individual,369F-BC21-BDF3,9CC7-0FE2-686E,2,0,9CC7-0FE2-686E
P-0850,T-006,Valorant,Individual,369F-BC21-BDF3,356F-71D0-67FE,0,2,369F-BC21-BDF3
P-0851,T-010,Valorant,Individual,79F1-76D3-435E,369F-BC21-BDF3,2,1,79F1-76D3-435E
P-0852,T-010,Truco,Individual,A78D-A777-9B70,48FB-FDD9-ACDB,2,2,A78D-A777-9B70
P-0853,T-003,Truco,Individual,3EB6-4BDB-BF19,A78D-A777-9B70,1,2,A78D-A777-9B70
P-0854,T-001,Truco,Individual,A78D-A777-9B70,17E5-1C7F-ADB2,0,2,17E5-1C7F-ADB2
P-0855,T-009,Truco,Individual,A78D-A777-9B70,9A9F-0B22-8103,1,2,9A9F-0B22-8103
P-0856,T-006,Tênis,Individual,1D36-EEED-C2A4,A78D-A777-9B70,0,1,1D36-EEED-C2A4
P-0857,T-004,Valorant,Individual,80AC-91F7-F754,76DC-17D7-8C83,0,2,80AC-91F7-F754
P-0858,T-007,Tênis,Individual,76DC-17D7-8C83,BAF1-99CD-8E97,0,1,76DC-17D7-8C83
P-0859,T-003,Tênis,Individual,DE06-728A-44B9,76DC-17D7-8C83,2,2,DE06-728A-44B9
P-0860,T-001,Valorant,Individual,76DC-17D7-8C83,5946-7E1A-A627,0,0,5946-7E1A-A627
P-0861,T-006,Tênis,Individual,80AC-91F7-F754,76DC-17D7-8C83,2,2,80AC-91F7-F754
P-0862,T-005,Volei,Individual,17E5-1C7F-ADB2,E681-2AB0-0347,1,1,17E5-1C7F-ADB2
P-0863,T-004,Volei,Individual,35BB-A759-DD15,E681-2AB0-0347,2,0,35BB-A759-DD15
P-0864,T-005,Tênis,Individual,EAB6-E75E-8FD0,E681-2AB0-0347,0,0,EAB6-E75E-8FD0
P-0865,T-005,Tênis,Individual,80AC-91F7-F754,E681-2AB0-0347,2,0,E681-2AB0-0347
P-0866,T-008,Volei,Individual,E681-2AB0-0347,190E-4A68-6C02,0,1,190E-4A68-6C02
P-0867,T-008,Volei,Individual,E66E-5C7D-E553,6432-FE88-5C8E,1,2,E66E-5C7D-E553
P-0868,T-006,Tênis,Individual,E66E-5C7D-E553,1B82-841A-999F,1,0,E66E-5C7D-E553
P-0869,T-001,Tênis,Individual,E66E-5C7D-E553,DD23-5071-770F,2,2,E66E-5C7D-E553
P-0870,T-005,Tênis,Individual,E66E-5C7D-E553,FECA-D95F-750B,0,0,FECA-D95F-750B
P-0871,T-007,Tênis,Individual,7345-E5C6-0C6A,E66E-5C7D-E553,0,0,E66E-5C7D-E553
P-0872,T-005,Tênis,Individual,DD23-5071-770F,BAF1-99CD-8E97,2,2,BAF1-99CD-8E97
P-0873,T-003,Volei,Individual,BAF1-99CD-8E97,2742-B2C0-0B51,0,2,2742-B2C0-0B51
P-0874,T-003,Volei,Individual,BAF1-99CD-8E97,E66E-5C7D-E553,0,2,E66E-5C7D-E553
P-0875,T-001,Tênis,Individual,E592-3C95-DCF8,BAF1-99CD-8E97,0,1,BAF1-99CD-8E97
P-0876,T-008,Tênis,Individual,BAF1-99CD-8E97,E66E-5C7D-E553,0,1,E66E-5C7D-E553
P-0877,T-002,Volei,Individual,17E5-1C7F-ADB2,50F1-761C-29DE,2,2,17E5-1C7F-ADB2
P-0878,T-005,Volei,Individual,4054-3122-987F,50F1-761C-29DE,2,0,50F1-761C-29DE
P-0879,T-009,Volei,Individual,CE57-4C92-540A,50F1-761C-29DE,2,1,50F1-761C-29DE
P-0880,T-004,Volei,Individual,50F1-761C-29DE,E464-C1BF-C187,1,0,E464-C1BF-C187
P-0881,T-006,Valorant,Individual,8727-267E-90C0,50F1-761C-29DE,1,2,8727-267E-90C0
P-0882,T-003,Tênis,Individual,9A32-57B6-4B3D,93D7-E65E-4BAB,0,1,93D7-E65E-4BAB
P-0883,T-001,Tênis,Individual,1253-BF8A-5B80,93D7-E65E-4BAB,2,0,1253-BF8A-5B80
P-0884,T-003,Volei,Individual,E793-31D0-0655,93D7-E65E-4BAB,0,0,E793-31D0-0655
P-0885,T-003,Volei,Individual,A161-9DCB-D997,93D7-E65E-4BAB,1,1,93D7-E65E-4BAB
P-0886,T-009,Tênis,Individual,BDD6-E3D1-8A7C,93D7-E65E-4BAB,0,1,BDD6-E3D1-8A7C
P-0887,T-005,Tênis,Individual,A779-8432-2167,ACB7-69D2-C4DD,0,0,ACB7-69D2-C4DD
P-0888,T-006,Tênis,Individual,A779-8432-2167,1253-BF8A-5B80,0,2,1253-BF8A-5B80
P-0889,T-010,Volei,Individual,2B69-66F8-459C,A779-8432-2167,2,0,2B69-66F8-459C
P-0890,T-005,Volei,Individual,A779-8432-2167,069F-2FA6-5DD7,1,2,A779-8432-2167
P-0891,T-006,Tênis,Individual,287F-6276-4369,A779-8432-2167,2,2,287F-6276-4369
P-0892,T-009,Valorant,Individual,BDD6-E3D1-8A7C,4FAD-811C-F33C,2,1,BDD6-E3D1-8A7C
P-0893,T-004,Valorant,Individual,FC47-0E10-3879,BDD6-E3D1-8A7C,2,0,FC47-0E10-3879
P-0894,T-002,Valorant,Individual,369F-BC21-BDF3,BDD6-E3D1-8A7C,2,1,369F-BC21-BDF3
P-0895,T-002,Tênis,Individual,80AC-91F7-F754,BDD6-E3D1-8A7C,0,2,80AC-91F7-F754
P-0896,T-008,Tênis,Individual,BDD6-E3D1-8A7C,80AC-91F7-F754,2,2,BDD6-E3D1-8A7C
P-0897,T-008,Valorant,Individual,03E8-77CC-8566,5A6F-D127-9B29,1,2,03E8-77CC-8566
P-0898,T-001,Valorant,Individual,FEC8-D4A3-7A1D,03E8-77CC-8566,2,0,03E8-77CC-8566
P-0899,T-010,Xadrez,Individual,A812-6DF4-A234,03E8-77CC-8566,0,0,A812-6DF4-A234
P-0900,T-003,Tênis,Individual,76DC-17D7-8C83,FED8-EF50-5402,1,1,FED8-EF50-5402
P-0901,T-005,Tênis,Individual,FED8-EF50-5402,69BC-70F7-564C,2,2,69BC-70F7-564C
P-0902,T-006,Volei,Individual,CE57-4C92-540A,FED8-EF50-5402,1,2,FED8-EF50-5402
P-0903,T-002,Tênis,Individual,76DC-17D7-8C83,FED8-EF50-5402,0,2,76DC-17D7-8C83
P-0904,T-008,Volei,Individual,FED8-EF50-5402,876A-6FF5-70E9,0,0,FED8-EF50-5402
P-0905,T-006,Street Fighter,Individual,9314-0DD0-1B84,1B52-79CA-5552,0,2,1B52-79CA-5552
P-0906,T-006,Truco,Individual,9314-0DD0-1B84,FECA-D95F-750B,1,1,FECA-D95F-750B
P-0907,T-001,Valorant,Individual,369F-BC21-BDF3,C4E3-1EEA-875C,1,0,C4E3-1EEA-875C
P-0908,T-001,Truco,Individual,9A9F-0B22-8103,C4E3-1EEA-875C,2,0,C4E3-1EEA-875C
P-0909,T-009,Valorant,Individual,C4E3-1EEA-875C,F23F-2F15-E841,1,2,F23F-2F15-E841
P-0910,T-004,Truco,Individual,C4E3-1EEA-875C,A4D5-2C44-5F62,2,2,C4E3-1EEA-875C
P-0911,T-004,Truco,Individual,FE45-3C20-4A77,C4E3-1EEA-875C,1,2,FE45-3C20-4A77
P-0912,T-010,Xadrez,Individual,35BB-A759-DD15,635C-7C4B-824D,2,1,35BB-A759-DD15
P-0913,T-003,Tênis,Individual,9A32-57B6-4B3D,1D36-EEED-C2A4,0,0,9A32-57B6-4B3D
P-0914,T-002,Truco,Individual,79F1-76D3-435E,9A32-57B6-4B3D,2,0,9A32-57B6-4B3D
P-0915,T-005,Truco,Individual,EE7F-C52E-B41B,9A32-57B6-4B3D,0,0,9A32-57B6-4B3D
P-0916,T-010,Tênis,Individual,9A32-57B6-4B3D,2CE4-93C5-3DD2,1,0,2CE4-93C5-3DD2
P-0917,T-003,Truco,Individual,9A32-57B6-4B3D,272D-BAB0-EA4A,2,1,9A32-57B6-4B3D
P-0918,T-001,Tênis,Individual,1D36-EEED-C2A4,635C-7C4B-824D,1,2,635C-7C4B-824D
P-0919,T-005,Tênis,Individual,635C-7C4B-824D,FED8-EF50-5402,1,2,635C-7C4B-824D
P-0920,T-004,Tênis,Individual,635C-7C4B-824D,7FA8-92B6-DA98,2,2,635C-7C4B-824D
P-0921,T-008,Xadrez,Individual,635C-7C4B-824D,3269-DD31-38AA,0,1,635C-7C4B-824D
P-0922,T-009,Volei,Individual,6283-12E1-B26E,C393-A742-773D,2,1,C393-A742-773D
P-0923,T-010,Volei,Individual,17E5-1C7F-ADB2,6283-12E1-B26E,0,1,17E5-1C7F-ADB2
P-0924,T-003,Truco,Individual,9A9F-0B22-8103,5D3D-5920-79F0,0,0,9A9F-0B22-8103
P-0925,T-005,Volei,Individual,5D3D-5920-79F0,E541-EF0D-8204,1,1,5D3D-5920-79F0
P-0926,T-006,Truco,Individual,770E-8AB6-6ABA,5D3D-5920-79F0,0,0,5D3D-5920-79F0
P-0927,T-001,Volei,Individual,5D3D-5920-79F0,4202-1D71-45D3,1,1,4202-1D71-45D3
P-0928,T-009,Volei,Individual,5D3D-5920-79F0,6BBD-B0B6-4DA1,0,1,5D3D-5920-79F0
P-0929,T-003,Volei,Individual,7FA8-92B6-DA98,44B3-962E-CF2D,2,2,7FA8-92B6-DA98
P-0930,T-002,Volei,Individual,44B3-962E-CF2D,2742-B2C0-0B51,0,0,2742-B2C0-0B51
P-0931,T-004,Volei,Individual,78E6-B924-3081,42C0-EE75-B626,0,0,78E6-B924-3081
P-0932,T-009,Volei,Individual,876A-6FF5-70E9,78E6-B924-3081,2,0,78E6-B924-3081
P-0933,T-010,Truco,Individual,78E6-B924-3081,17E5-1C7F-ADB2,0,2,78E6-B924-3081
P-0934,T-005,Truco,Individual,78E6-B924-3081,9CC7-0FE2-686E,2,2,78E6-B924-3081
P-0935,T-004,Volei,Individual,9CC7-0FE2-686E,78E6-B924-3081,2,2,9CC7-0FE2-686E
P-0936,T-008,Valorant,Individual,F328-9AD9-91AF,80AC-91F7-F754,0,0,F328-9AD9-91AF
P-0937,T-009,Tênis,Individual,E681-2AB0-0347,F328-9AD9-91AF,1,1,F328-9AD9-91AF
P-0938,T-004,Tênis,Individual,F328-9AD9-91AF,EAB6-E75E-8FD0,0,2,EAB6-E75E-8FD0
P-0939,T-009,Tênis,Individual,F328-9AD9-91AF,7345-E5C6-0C6A,0,2,7345-E5C6-0C6A
P-0940,T-004,Tênis,Individual,F328-9AD9-91AF,100F-A893-FE6B,2,2,F328-9AD9-91AF
P-0941,T-010,Volei,Individual,069F-2FA6-5DD7,4054-3122-987F,1,2,069F-2FA6-5DD7
P-0942,T-003,Truco,Individual,BACA-B2F0-67BA,4054-3122-987F,2,1,BACA-B2F0-67BA
P-0943,T-002,Volei,Individual,E541-EF0D-8204,4054-3122-987F,1,0,4054-3122-987F
P-0944,T-009,Volei,Individual,4054-3122-987F,6283-12E1-B26E,1,2,6283-12E1-B26E
P-0945,T-006,Volei,Individual,9CC7-0FE2-686E,4054-3122-987F,2,1,9CC7-0FE2-686E
P-0946,T-007,Valorant,Individual,80AC-91F7-F754,069F-2FA6-5DD7,1,2,069F-2FA6-5DD7
P-0947,T-002,Volei,Individual,73AD-C607-C95E,069F-2FA6-5DD7,0,0,73AD-C607-C95E
P-0948,T-007,Valorant,Individual,069F-2FA6-5DD7,9662-09DB-C505,2,0,069F-2FA6-5DD7
P-0949,T-009,Valorant,Individual,6059-E8F6-1098,069F-2FA6-5DD7,1,2,6059-E8F6-1098
P-0950,T-003,Volei,Individual,42C0-EE75-B626,069F-2FA6-5DD7,2,2,42C0-EE75-B626
P-0951,T-003,Xadrez,Individual,BE12-255F-1C4A,7345-E5C6-0C6A,1,0,7345-E5C6-0C6A
P-0952,T-009,Tênis,Individual,7345-E5C6-0C6A,3EDC-7285-41C6,1,2,3EDC-7285-41C6
P-0953,T-010,Xadrez,Individual,7345-E5C6-0C6A,FC71-A770-2D7D,0,0,7345-E5C6-0C6A
P-0954,T-001,Tênis,Individual,DD23-5071-770F,A779-8432-2167,1,1,DD23-5071-770F
P-0955,T-009,Valorant,Individual,DD23-5071-770F,8727-267E-90C0,0,1,8727-267E-90C0
P-0956,T-010,Valorant,Individual,DD23-5071-770F,472A-CAC8-93E5,1,2,DD23-5071-770F
P-0957,T-009,Valorant,Individual,78AC-D3AE-EB8F,DD23-5071-770F,0,2,DD23-5071-770F
P-0958,T-002,Tênis,Individual,FECA-D95F-750B,DD23-5071-770F,2,2,FECA-D95F-750B
P-0959,T-005,Tênis,Individual,69BC-70F7-564C,FC71-A770-2D7D,2,2,FC71-A770-2D7D
P-0960,T-005,Xadrez,Individual,6059-E8F6-1098,FC71-A770-2D7D,1,0,FC71-A770-2D7D
P-0961,T-001,Tênis,Individual,FC71-A770-2D7D,635C-7C4B-824D,1,2,635C-7C4B-824D
P-0962,T-003,Valorant,Individual,79F1-76D3-435E,5279-BD70-B4FC,2,0,79F1-76D3-435E
P-0963,T-009,Valorant,Individual,FAE7-3258-B902,79F1-76D3-435E,1,2,FAE7-3258-B902
P-0964,T-003,Truco,Individual,9A9F-0B22-8103,79F1-76D3-435E,1,0,9A9F-0B22-8103
P-0965,T-002,Valorant,Individual,79F1-76D3-435E,D969-D79A-B44B,1,2,D969-D79A-B44B
P-0966,T-003,Valorant,Individual,76DC-17D7-8C83,79F1-76D3-435E,2,0,76DC-17D7-8C83
P-0967,T-005,Volei,Individual,EE7F-C52E-B41B,17E5-1C7F-ADB2,0,2,EE7F-C52E-B41B
P-0968,T-001,Volei,Individual,4202-1D71-45D3,EE7F-C52E-B41B,2,1,4202-1D71-45D3
P-0969,T-009,Truco,Individual,EE7F-C52E-B41B,A4D5-2C44-5F62,2,0,EE7F-C52E-B41B
P-0970,T-003,Truco,Individual,EE7F-C52E-B41B,10E6-B1B9-DE93,1,0,EE7F-C52E-B41B
P-0971,T-009,Volei,Individual,73AD-C607-C95E,EE7F-C52E-B41B,0,0,73AD-C607-C95E
P-0972,T-005,Truco,Individual,272D-BAB0-EA4A,E592-3C95-DCF8,2,1,272D-BAB0-EA4A
P-0973,T-007,Truco,Individual,272D-BAB0-EA4A,E21B-5B54-DBFE,1,2,E21B-5B54-DBFE
P-0974,T-003,Valorant,Individual,5A6F-D127-9B29,272D-BAB0-EA4A,2,1,5A6F-D127-9B29
P-0975,T-009,Truco,Individual,272D-BAB0-EA4A,287F-6276-4369,1,1,272D-BAB0-EA4A
P-0976,T-010,Valorant,Individual,FAE7-3258-B902,272D-BAB0-EA4A,1,0,272D-BAB0-EA4A
P-0977,T-009,Volei,Individual,2F13-E4CD-24C9,7FA8-92B6-DA98,2,2,2F13-E4CD-24C9
P-0978,T-001,Volei,Individual,2F13-E4CD-24C9,9CC7-0FE2-686E,0,0,2F13-E4CD-24C9
P-0979,T-001,Volei,Individual,2F13-E4CD-24C9,E681-2AB0-0347,1,2,2F13-E4CD-24C9
P-0980,T-007,Volei,Individual,BA75-6D20-B987,2F13-E4CD-24C9,2,0,2F13-E4CD-24C9
P-0981,T-004,Volei,Individual,1B52-79CA-5552,2F13-E4CD-24C9,2,0,2F13-E4CD-24C9
P-0982,T-006,Truco,Individual,10E6-B1B9-DE93,A0A8-8B03-9E78,2,1,10E6-B1B9-DE93
P-0983,T-005,Truco,Individual,287F-6276-4369,10E6-B1B9-DE93,0,1,287F-6276-4369
P-0984,T-009,Truco,Individual,3EB6-4BDB-BF19,10E6-B1B9-DE93,0,0,10E6-B1B9-DE93
P-0985,T-008,Tênis,Individual,FECA-D95F-750B,10E6-B1B9-DE93,2,2,10E6-B1B9-DE93
P-0986,T-002,Truco,Individual,10E6-B1B9-DE93,C4E3-1EEA-875C,2,0,10E6-B1B9-DE93
P-0987,T-005,Volei,Individual,31C6-0A25-5B67,7B05-8450-7662,1,2,7B05-8450-7662
P-0988,T-004,Xadrez,Individual,7B05-8450-7662,CE57-4C92-540A,1,0,CE57-4C92-540A
P-0989,T-009,Volei,Individual,9662-09DB-C505,7B05-8450-7662,0,1,7B05-8450-7662
P-0990,T-004,Valorant,Individual,4FAD-811C-F33C,9662-09DB-C505,2,0,9662-09DB-C505
P-0991,T-008,Volei,Individual,4202-1D71-45D3,9662-09DB-C505,1,0,9662-09DB-C505
P-0992,T-007,Valorant,Individual,FEC8-D4A3-7A1D,9662-09DB-C505,0,2,FEC8-D4A3-7A1D
P-0993,T-010,Volei,Individual,9662-09DB-C505,A779-8432-2167,2,0,A779-8432-2167
P-0994,T-001,Volei,Individual,9662-09DB-C505,E66E-5C7D-E553,1,2,E66E-5C7D-E553
P-0995,T-006,Valorant,Individual,A729-91CD-D6BC,D969-D79A-B44B,1,1,D969-D79A-B44B
P-0996,T-001,Volei,Individual,FED8-EF50-5402,D969-D79A-B44B,2,2,D969-D79A-B44B
P-0997,T-007,Volei,Individual,2B69-66F8-459C,D969-D79A-B44B,2,0,D969-D79A-B44B
P-0998,T-003,Valorant,Individual,D969-D79A-B44B,8988-3FAE-BBCD,2,1,8988-3FAE-BBCD
P-0999,T-009,Volei,Individual,D969-D79A-B44B,E793-31D0-0655,1,0,E793-31D0-0655
P-1000,T-008,Valorant,Individual,FC47-0E10-3879,AE47-91F7-9BA9,2,2,FC47-0E10-3879
P-1001,T-007,Valorant,Individual,AE47-91F7-9BA9,FAE7-3258-B902,2,2,FAE7-3258-B902
P-1002,T-001,Valorant,Individual,30EF-471D-158C,AE47-91F7-9BA9,0,0,30EF-471D-158C
P-1003,T-001,Truco,Individual,C4E3-1EEA-875C,AE47-91F7-9BA9,2,2,AE47-91F7-9BA9
P-1004,T-001,Truco,Individual,AE47-91F7-9BA9,CA70-EDCF-B6F9,0,0,CA70-EDCF-B6F9
P-1005,T-009,Xadrez,Individual,4940-4386-9FED,E817-A538-C31C,1,2,E817-A538-C31C
P-1006,T-008,Truco,Individual,E817-A538-C31C,08B4-4A07-E105,0,0,E817-A538-C31C
P-1007,T-009,Truco,Individual,2F13-E4CD-24C9,E817-A538-C31C,1,2,2F13-E4CD-24C9
P-1008,T-001,Tênis,Individual,7FA8-92B6-DA98,4DA7-50EE-BC39,1,1,4DA7-50EE-BC39
P-1009,T-004,Volei,Individual,6BBD-B0B6-4DA1,7FA8-92B6-DA98,0,1,6BBD-B0B6-4DA1
P-1010,T-007,Tênis,Individual,7FA8-92B6-DA98,100F-A893-FE6B,2,1,7FA8-92B6-DA98
P-1011,T-002,Volei,Individual,7FA8-92B6-DA98,78E6-B924-3081,0,0,7FA8-92B6-DA98
P-1012,T-002,Volei,Individual,7FA8-92B6-DA98,78E6-B924-3081,2,1,78E6-B924-3081
P-1013,T-001,Valorant,Individual,30EF-471D-158C,2B69-66F8-459C,0,0,30EF-471D-158C
P-1014,T-003,Volei,Individual,2B69-66F8-459C,A0A8-8B03-9E78,1,0,A0A8-8B03-9E78
P-1015,T-006,Volei,Individual,2B69-66F8-459C,2742-B2C0-0B51,0,0,2742-B2C0-0B51
P-1016,T-002,Valorant,Individual,272D-BAB0-EA4A,2B69-66F8-459C,2,2,2B69-66F8-459C
P-1017,T-010,Volei,Individual,2B69-66F8-459C,E464-C1BF-C187,2,1,E464-C1BF-C187
P-1018,T-001,Volei,Individual,E42C-92FD-D243,3ED8-52E7-7579,0,1,3ED8-52E7-7579
P-1019,T-007,Xadrez,Individual,7345-E5C6-0C6A,EAB6-E75E-8FD0,1,1,EAB6-E75E-8FD0
P-1020,T-009,Xadrez,Individual,4DA7-50EE-BC39,9A9F-0B22-8103,2,0,9A9F-0B22-8103
P-1021,T-002,Tênis,Individual,4DA7-50EE-BC39,BDD6-E3D1-8A7C,0,0,BDD6-E3D1-8A7C
P-1022,T-002,Tênis,Individual,770E-8AB6-6ABA,1B82-841A-999F,1,2,770E-8AB6-6ABA
P-1023,T-003,Truco,Individual,770E-8AB6-6ABA,C393-A742-773D,1,1,770E-8AB6-6ABA
P-1024,T-009,Truco,Individual,78E6-B924-3081,770E-8AB6-6ABA,1,1,78E6-B924-3081
P-1025,T-009,Truco,Individual,272D-BAB0-EA4A,770E-8AB6-6ABA,0,1,272D-BAB0-EA4A
P-1026,T-008,Tênis,Individual,770E-8AB6-6ABA,7FA8-92B6-DA98,1,0,770E-8AB6-6ABA
P-1027,T-010,Volei,Individual,9662-09DB-C505,17E5-1C7F-ADB2,2,2,9662-09DB-C505
P-1028,T-007,Truco,Individual,17E5-1C7F-ADB2,A78D-A777-9B70,1,0,A78D-A777-9B70
P-1029,T-007,Truco,Individual,17E5-1C7F-ADB2,A729-91CD-D6BC,1,0,A729-91CD-D6BC
P-1030,T-009,Truco,Individual,48FB-FDD9-ACDB,17E5-1C7F-ADB2,1,1,48FB-FDD9-ACDB
P-1031,T-010,Truco,Individual,17E5-1C7F-ADB2,9314-0DD0-1B84,1,1,17E5-1C7F-ADB2
P-1032,T-002,Valorant,Individual,A812-6DF4-A234,E21B-5B54-DBFE,0,1,E21B-5B54-DBFE
P-1033,T-003,Truco,Individual,FECA-D95F-750B,E21B-5B54-DBFE,0,1,FECA-D95F-750B
P-1034,T-001,Truco,Individual,2E1D-EB8F-338A,E21B-5B54-DBFE,1,1,E21B-5B54-DBFE
P-1035,T-005,Valorant,Individual,30EF-471D-158C,E21B-5B54-DBFE,1,1,30EF-471D-158C
P-1036,T-006,Valorant,Individual,79F1-76D3-435E,E21B-5B54-DBFE,2,2,79F1-76D3-435E
P-1037,T-007,Tênis,Individual,E592-3C95-DCF8,8988-3FAE-BBCD,1,0,E592-3C95-DCF8
P-1038,T-008,Tênis,Individual,BAF1-99CD-8E97,8988-3FAE-BBCD,0,1,8988-3FAE-BBCD
P-1039,T-004,Valorant,Individual,472A-CAC8-93E5,8988-3FAE-BBCD,0,0,8988-3FAE-BBCD
P-1040,T-005,Tênis,Individual,8988-3FAE-BBCD,1B82-841A-999F,1,1,1B82-841A-999F
P-1041,T-007,Tênis,Individual,8988-3FAE-BBCD,A78D-A777-9B70,1,0,8988-3FAE-BBCD
P-1042,T-009,Valorant,Individual,6059-E8F6-1098,8727-267E-90C0,0,2,6059-E8F6-1098
P-1043,T-005,Xadrez,Individual,9A9F-0B22-8103,6059-E8F6-1098,0,0,9A9F-0B22-8103
P-1044,T-005,Xadrez,Individual,7B05-8450-7662,6059-E8F6-1098,2,0,6059-E8F6-1098
P-1045,T-007,Xadrez,Individual,190E-4A68-6C02,5A6F-D127-9B29,2,2,5A6F-D127-9B29
P-1046,T-004,Volei,Individual,6BBD-B0B6-4DA1,9CC7-0FE2-686E,0,0,6BBD-B0B6-4DA1
P-1047,T-010,Volei,Individual,4202-1D71-45D3,6BBD-B0B6-4DA1,2,2,4202-1D71-45D3
P-1048,T-006,Volei,Individual,E681-2AB0-0347,6BBD-B0B6-4DA1,1,2,6BBD-B0B6-4DA1
P-1049,T-007,Tênis,Individual,1D36-EEED-C2A4,6BBD-B0B6-4DA1,2,1,6BBD-B0B6-4DA1
P-1050,T-009,Tênis,Individual,6BBD-B0B6-4DA1,FED8-EF50-5402,2,1,FED8-EF50-5402
P-1051,T-008,Truco,Individual,3EB6-4BDB-BF19,4054-3122-987F,1,2,4054-3122-987F
P-1052,T-004,Volei,Individual,3EB6-4BDB-BF19,6BBD-B0B6-4DA1,2,0,3EB6-4BDB-BF19
P-1053,T-008,Truco,Individual,770E-8AB6-6ABA,3EB6-4BDB-BF19,2,0,770E-8AB6-6ABA
P-1054,T-005,Truco,Individual,3EB6-4BDB-BF19,BACA-B2F0-67BA,0,1,3EB6-4BDB-BF19
P-1055,T-004,Truco,Individual,BACA-B2F0-67BA,3EB6-4BDB-BF19,0,1,3EB6-4BDB-BF19
P-1056,T-006,Truco,Individual,A0A8-8B03-9E78,C4E3-1EEA-875C,2,1,C4E3-1EEA-875C
P-1057,T-008,Truco,Individual,A0A8-8B03-9E78,79F1-76D3-435E,1,2,79F1-76D3-435E
P-1058,T-006,Truco,Individual,17E5-1C7F-ADB2,A0A8-8B03-9E78,2,2,17E5-1C7F-ADB2
P-1059,T-006,Truco,Individual,A0A8-8B03-9E78,3EDC-7285-41C6,0,0,A0A8-8B03-9E78
P-1060,T-003,Truco,Individual,ACB7-69D2-C4DD,A0A8-8B03-9E78,1,2,A0A8-8B03-9E78
P-1061,T-002,Truco,Individual,FE45-3C20-4A77,17E5-1C7F-ADB2,2,1,FE45-3C20-4A77
P-1062,T-009,Valorant,Individual,069F-2FA6-5DD7,80AC-91F7-F754,2,2,80AC-91F7-F754
P-1063,T-003,Valorant,Individual,80AC-91F7-F754,BACA-B2F0-67BA,1,0,80AC-91F7-F754
P-1064,T-010,Valorant,Individual,80AC-91F7-F754,3269-DD31-38AA,2,2,80AC-91F7-F754
P-1065,T-010,Tênis,Individual,80AC-91F7-F754,BDD6-E3D1-8A7C,1,2,80AC-91F7-F754
P-1066,T-009,Tênis,Individual,80AC-91F7-F754,F328-9AD9-91AF,1,0,F328-9AD9-91AF
P-1067,T-009,Valorant,Individual,A729-91CD-D6BC,0FAF-CF74-F8C8,1,1,0FAF-CF74-F8C8
P-1068,T-005,Valorant,Individual,8988-3FAE-BBCD,0FAF-CF74-F8C8,0,1,0FAF-CF74-F8C8
P-1069,T-010,Valorant,Individual,84B9-7C81-A0A8,0FAF-CF74-F8C8,1,2,84B9-7C81-A0A8
P-1070,T-003,Valorant,Individual,0FAF-CF74-F8C8,5A6F-D127-9B29,1,1,0FAF-CF74-F8C8
P-1071,T-010,Valorant,Individual,8727-267E-90C0,0FAF-CF74-F8C8,2,2,8727-267E-90C0
P-1072,T-003,Valorant,Individual,0FAF-CF74-F8C8,9662-09DB-C505,2,1,9662-09DB-C505
P-1073,T-003,Tênis,Individual,2CE4-93C5-3DD2,0FAF-CF74-F8C8,2,2,0FAF-CF74-F8C8
